time,latitude,longitude,depth,mag,magType,nst,gap,dmin,rms,net,id,updated,place,type,horizontalError,depthError,magError,magNst,status,locationSource,magSource
2024-05-02T07:41:49.449Z,52.0717,-169.3148,10,4,ml,27,220,0.758,0.34,us,us6000mvp3,2024-05-15T07:04:18.040Z,"101 km SSW of Nikolski, Alaska",earthquake,3.5,1.805,0.085,18,reviewed,us,us
2024-05-02T07:40:55.342Z,52.0406,-169.3182,10,3,ml,14,232,0.787,0.27,us,us6000mxlk,2024-05-15T07:02:15.040Z,"104 km SSW of Nikolski, Alaska",earthquake,4.3,1.981,0.105,12,reviewed,us,us
2024-05-02T07:36:17.896Z,51.3632,-178.832,30.383,2.7,ml,20,200,0.191,0.53,us,us6000mxl1,2024-05-15T06:55:40.040Z,"162 km WSW of Adak, Alaska",earthquake,3.53,10.077,0.091,16,reviewed,us,us
2024-05-02T07:35:57.372Z,52.0226,-169.3148,27.288,3.1,ml,25,221,0.805,0.82,us,us6000mvnp,2024-05-15T06:53:43.040Z,"106 km SSW of Nikolski, Alaska",earthquake,5.21,15.042,0.105,12,reviewed,us,us
2024-05-02T07:34:57.017Z,11.4368,-72.7732,42.748,4.3,mb,26,69,0.809,0.82,us,us6000mvna,2024-05-15T06:53:28.485Z,"18 km SE of Riohacha, Colombia",earthquake,4.53,10.062,0.122,19,reviewed,us,us
2024-05-02T07:33:08.599Z,52.0087,-169.1921,10,2.8,ml,10,233,0.844,0.54,us,us6000mxli,2024-05-15T06:47:41.040Z,"105 km SSW of Nikolski, Alaska",earthquake,4.39,1.991,0.105,12,reviewed,us,us
2024-05-02T07:32:35.065Z,52.0593,-169.444,10,2.6,ml,15,230,0.748,0.47,us,us6000mxlh,2024-05-15T06:44:58.040Z,"105 km SSW of Nikolski, Alaska",earthquake,3.33,1.895,0.105,12,reviewed,us,us
2024-05-02T07:27:54.841Z,52.015,-169.3244,10,2.9,ml,22,229,0.81,0.56,us,us6000mxlg,2024-05-15T06:41:47.040Z,"107 km SSW of Nikolski, Alaska",earthquake,2.87,2.01,0.091,16,reviewed,us,us
2024-05-02T07:26:15.254Z,51.971,-169.2338,10,3.9,mb,27,192,0.87,0.75,us,us6000mvnb,2024-05-15T06:39:40.040Z,"110 km SSW of Nikolski, Alaska",earthquake,3.28,1.934,0.112,21,reviewed,us,us
2024-05-02T07:24:14.464Z,52.0375,-169.3326,10,4,mb,41,141,0.788,0.67,us,us6000mvn9,2024-05-15T06:37:32.040Z,"105 km SSW of Nikolski, Alaska",earthquake,2.97,1.878,0.1,27,reviewed,us,us
2024-05-02T07:20:54.147Z,52.065,-169.3034,10,3.3,ml,21,216,0.767,0.44,us,us6000mxlf,2024-05-15T05:38:56.040Z,"101 km SSW of Nikolski, Alaska",earthquake,2.56,1.986,0.085,18,reviewed,us,us
2024-05-02T07:19:34.831Z,51.9994,-169.2547,10,3.7,ml,25,222,0.839,0.46,us,us6000mxgh,2024-05-15T05:36:40.040Z,"107 km SSW of Nikolski, Alaska",earthquake,2.56,1.969,0.085,18,reviewed,us,us
2024-05-02T07:17:37.877Z,52.0849,-169.3159,10,3.9,mb,39,217,0.82,0.57,us,us6000mvn8,2024-05-15T05:32:12.040Z,"99 km SSW of Nikolski, Alaska",earthquake,3.73,2.001,0.112,21,reviewed,us,us
2024-05-02T07:10:51.400Z,52.0509,-169.3645,18.33,5.4,mww,123,74,0.769,0.79,us,us6000mvmq,2024-05-15T05:39:47.992Z,"104 km SSW of Nikolski, Alaska",earthquake,3.39,4.428,0.058,29,reviewed,us,us
2024-05-02T07:10:23.802Z,52.0739,-169.2924,17.039,4.7,ml,22,216,0.761,0.65,us,us6000mxle,2024-05-15T05:15:01.040Z,"100 km SSW of Nikolski, Alaska",earthquake,6.49,13.524,0.105,12,reviewed,us,us
2024-05-02T07:07:22.810Z,-15.9698,167.7997,163.233,4.8,mb,35,73,5.648,0.56,us,us6000mvmx,2024-05-15T05:10:22.040Z,"43 km ENE of Lakatoro, Vanuatu",earthquake,11.46,7.883,0.107,27,reviewed,us,us
2024-05-02T07:07:01.634Z,-4.0135,142.9468,63.1,4.9,mb,26,112,2.69,0.51,us,us6000mxgf,2024-05-15T05:05:22.040Z,"26 km NNE of Ambunti, Papua New Guinea",earthquake,7.45,8.207,0.114,24,reviewed,us,us
2024-05-02T07:06:25.519Z,51.9797,-169.3393,12.901,5.3,mww,104,134,0.842,0.72,us,us6000mvmm,2024-05-15T04:59:52.040Z,"111 km SSW of Nikolski, Alaska",earthquake,4.99,3.966,0.048,41,reviewed,us,us
2024-05-02T07:04:22.470Z,52.0451,-169.3251,10,4.3,mb,50,181,0.782,0.76,us,us6000mvn5,2024-05-15T04:49:14.040Z,"104 km SSW of Nikolski, Alaska",earthquake,3.91,1.952,0.147,13,reviewed,us,us
2024-05-02T07:01:47.605Z,51.9779,-169.2887,10,5.1,mb,136,182,0.853,0.54,us,us6000mvms,2024-05-15T04:45:27.040Z,"110 km SSW of Nikolski, Alaska",earthquake,5.12,1.871,0.051,124,reviewed,us,us
2024-05-02T06:58:00.553Z,52.1554,-169.4615,13.892,5.5,mww,217,134,0.806,0.65,us,us6000mvmi,2024-05-21T07:08:05.608Z,"96 km SSW of Nikolski, Alaska",earthquake,7.68,3.678,0.04,59,reviewed,us,us
2024-05-02T06:40:45.684Z,54.9543,-157.4198,19.1,2.5,ml,,,,0.58,ak,ak0245niwyjc,2024-05-12T11:22:32.040Z,"152 km SE of Perryville, Alaska",earthquake,,5.5,,,reviewed,ak,ak
2024-05-02T06:36:31.921Z,-55.8567,-27.01,12.416,5.3,mwb,116,68,5.669,0.72,us,us6000mvmb,2024-05-12T06:55:22.550Z,South Sandwich Islands region,earthquake,11.08,4.25,0.068,21,reviewed,us,us
2024-05-02T05:53:52.974Z,-55.6383,-27.089,34.778,5,mb,36,71,5.583,0.9,us,us6000mvm5,2024-05-12T05:58:30.040Z,South Sandwich Islands region,earthquake,12.35,6.754,0.097,34,reviewed,us,us
2024-05-02T04:23:44.391Z,28.2117,57.5417,10,4.5,mb,58,86,3.466,0.76,us,us6000mvlu,2024-05-02T04:52:29.040Z,"127 km SW of Bam, Iran",earthquake,9.6,1.648,0.071,58,reviewed,us,us
2024-05-02T04:06:53.716Z,31.672,-104.182,6.2152,2.5,ml,38,65,0.1,0.1,tx,tx2024ipfo,2024-05-02T11:53:27.843Z,"54 km NW of Toyah, Texas",earthquake,0.396094141,0.5092005034858329,0.2,31,reviewed,tx,tx
2024-05-02T03:40:34.976Z,1.3551,128.094,106.359,4.7,mb,48,102,0.93,0.71,us,us6000mvls,2024-05-02T04:30:35.040Z,"42 km SSE of Tobelo, Indonesia",earthquake,10.5,8.034,0.089,38,reviewed,us,us
2024-05-02T03:13:33.770Z,18.63433333,-66.71283333,17.77,2.66,md,14,231,0.2339,0.18,pr,pr71447473,2024-05-02T03:31:59.440Z,"17 km N of Arecibo, Puerto Rico",earthquake,0.68,0.53,0.184776951,10,reviewed,pr,pr
2024-05-02T02:16:10.012Z,-13.5455,-72.4745,10,5.1,mb,68,99,4.533,0.88,us,us6000mvky,2024-05-05T05:21:30.138Z,"27 km WNW of Chinchaypujio, Peru",earthquake,9.81,1.871,0.036,248,reviewed,us,us
2024-05-02T02:07:27.369Z,22.4725,121.5271,10.356,4.8,mwr,60,95,0.537,0.86,us,us6000mvks,2024-05-05T02:19:18.339Z,"95 km ENE of Hengchun, Taiwan",earthquake,4.96,4.342,0.068,21,reviewed,us,us
2024-05-02T01:02:44.313Z,18.25,-76.6087,10,4,mb,44,54,0.88,1.15,us,us6000mvkh,2024-05-02T20:22:17.444Z,"5 km ENE of Buff Bay, Jamaica",earthquake,2.58,1.944,0.139,14,reviewed,us,us
2024-05-02T00:53:30.410Z,19.7161,-63.6155,41,3.79,md,9,326,1.6428,0.34,pr,pr2024123000,2024-05-02T01:36:05.465Z,"176 km NNW of The Valley, Anguilla",earthquake,3.04,21.74,0.06,4,reviewed,pr,pr
2024-05-02T00:52:58.910Z,33.8123333,-117.6345,4.39,2.5,ml,108,19,0.02715,0.19,ci,ci40735544,2024-05-08T14:07:33.890Z,"9 km SW of Corona, CA",earthquake,0.11,0.31,0.157,162,reviewed,ci,ci
2024-05-02T00:36:45.110Z,19.38699913,-155.2460022,0.029999999,2.54,ml,19,57,0.005225,0.289999992,hv,hv74205407,2024-05-02T00:41:52.276Z,"6 km SSW of Volcano, Hawaii",earthquake,0.41,0.239999995,0.42,20,automatic,hv,hv
2024-05-02T00:08:59.888Z,41.8213,-126.6753,10,3.8,mb,64,214,1.8,0.95,us,us6000mvk6,2024-05-02T00:25:10.040Z,"195 km WSW of Pistol River, Oregon",earthquake,8.2,1.991,0.136,14,reviewed,us,us
2024-05-02T00:08:33.288Z,-10.8646,162.2081,97.936,4.5,mb,30,68,2.638,0.63,us,us6000mvk7,2024-05-02T00:30:35.040Z,"55 km SE of Kirakira, Solomon Islands",earthquake,11.35,7.266,0.096,32,reviewed,us,us
2024-05-01T23:45:25.963Z,-5.8008,151.037,29,5.9,mww,117,26,5.252,1.06,us,us6000mvk5,2024-05-02T23:50:09.710Z,"103 km ESE of Kimbe, Papua New Guinea",earthquake,8.26,1.81,0.051,37,reviewed,us,us
2024-05-01T22:50:05.293Z,-20.6614,-68.9432,108.277,4.3,mb,16,59,0.635,0.59,us,us6000mvjy,2024-05-01T23:07:57.040Z,"82 km ESE of La Tirana, Chile",earthquake,5.89,9.026,0.201,7,reviewed,us,us
2024-05-01T21:53:12.908Z,-18.7458,169.2589,229.59,5,mb,53,84,4.205,0.82,us,us6000mvjq,2024-05-01T22:09:07.040Z,"88 km N of Isangel, Vanuatu",earthquake,8.96,8.117,0.093,37,reviewed,us,us
2024-05-01T21:21:21.209Z,13.9026,56.9399,10,4.6,mb,49,137,11.007,0.91,us,us6000mvjm,2024-05-01T21:36:57.040Z,Socotra region,earthquake,11.09,1.93,0.083,44,reviewed,us,us
2024-05-01T20:57:44.230Z,60.2416,-153.2999,134.1,2.9,ml,,,,0.37,ak,ak0245m3tbgw,2024-05-09T16:54:05.040Z,"56 km E of Port Alsworth, Alaska",earthquake,,0.5,,,reviewed,ak,ak
2024-05-01T20:49:00.760Z,33.8111667,-117.6445,4.61,4.12,mw,210,13,0.03349,0.21,ci,ci40735352,2024-05-20T13:33:55.444Z,"10 km SW of Corona, CA",earthquake,0.1,0.28,,6,reviewed,ci,ci
2024-05-01T20:29:51.550Z,18.74066667,-65.56116667,55.44,3.15,md,32,209,0.4131,0.23,pr,pr71447443,2024-05-09T17:09:44.040Z,"43 km NNE of Luquillo, Puerto Rico",earthquake,0.91,1.16,0.13192733,14,reviewed,pr,pr
2024-05-01T20:14:24.843Z,-21.9343,169.7827,10,4.3,mb,17,187,2.267,1.02,us,us6000mx9r,2024-05-09T17:06:55.040Z,"201 km ESE of Tadine, New Caledonia",earthquake,11.11,1.926,0.217,8,reviewed,us,us
2024-05-01T19:17:24.331Z,40.9184,78.3255,10,4.5,mb,93,75,0.73,0.76,us,us6000mvi9,2024-05-09T16:31:42.040Z,"132 km NNW of Tumxuk, China",earthquake,5.14,1.882,0.072,57,reviewed,us,us
2024-05-01T18:45:47.020Z,-7.1223,129.1285,172.334,4.5,mb,31,96,2.696,0.67,us,us6000mvi3,2024-05-09T16:18:38.040Z,"281 km ENE of Lospalos, Timor Leste",earthquake,8.9,2.749,0.121,20,reviewed,us,us
2024-05-01T18:09:33.545Z,32.504,-97.18,3.833,3.1,ml,15,72,0.1,0.3,tx,tx2024iolx,2024-05-09T15:43:07.040Z,"7 km SSW of Mansfield, Texas",earthquake,1.335392256372229,2.0974205718016665,0.2,11,reviewed,tx,tx
2024-05-01T18:03:23.563Z,32.495,-97.15,5.7861,3.2,ml,17,65,0.1,0.3,tx,tx2024iolq,2024-05-09T15:43:33.040Z,"7 km S of Mansfield, Texas",earthquake,1.3958781239658462,1.413588423344807,0.2,10,reviewed,tx,tx
2024-05-01T17:33:28.703Z,10.5944,-62.7013,103.664,4.2,mb,54,84,1.841,0.62,us,us6000mx9m,2024-05-09T16:11:55.040Z,"13 km ENE of Yaguaraparo, Venezuela",earthquake,7.76,8.311,0.093,32,reviewed,us,us
2024-05-01T17:03:51.910Z,44.9739,15.6659,12.798,3.8,mwr,80,18,1.103,0.8,us,us6000mvhh,2024-05-09T15:34:09.071Z,"2 km SSE of Rakovica, Croatia",earthquake,4.01,3.911,0.055,32,reviewed,us,us
2024-05-01T16:40:47.918Z,-5.692,153.6506,10,4.5,mb,23,118,7.241,1.27,us,us6000mx9k,2024-05-19T08:09:51.040Z,"213 km SE of Kokopo, Papua New Guinea",earthquake,8.11,1.898,0.145,14,reviewed,us,us
2024-05-01T15:48:18.937Z,-52.1177,139.401,10,4.5,mb,15,122,10.648,0.53,us,us6000mvgz,2024-05-01T22:07:11.040Z,west of Macquarie Island,earthquake,13.54,1.963,0.15,13,reviewed,us,us
2024-05-01T15:35:33.293Z,29.0999,142.6126,10,4.5,mb,23,167,2.032,0.73,us,us6000mx9j,2024-05-19T07:29:48.040Z,"Izu Islands, Japan region",earthquake,10.83,1.939,0.181,9,reviewed,us,us
2024-05-01T14:11:17.169Z,15.8425,-97.1977,10,4.5,mb,94,192,2.156,0.89,us,us6000mvgn,2024-05-07T09:16:08.040Z,"12 km SW of Bajos de Chila, Mexico",earthquake,10.01,1.935,0.038,199,reviewed,us,us
2024-05-01T13:34:01.423Z,30.3907,57.4912,10,4.3,mb,59,75,5.543,0.51,us,us6000mvgj,2024-05-07T08:19:32.040Z,"41 km ENE of Kerman, Iran",earthquake,9.86,1.889,0.079,46,reviewed,us,us
2024-05-01T12:40:45.872Z,40.4005,-126.1118,10,2.9,ml,78,253,1.356,0.53,us,us6000mvgf,2024-05-12T05:54:17.040Z,"157 km W of Ferndale, California",earthquake,7.27,2.015,0.043,72,reviewed,us,us
2024-05-01T12:39:16.890Z,18.57766667,-66.65466667,17.04,2.59,md,7,220,0.3291,0.21,pr,pr71447418,2024-05-01T17:14:04.939Z,"13 km NNE of Arecibo, Puerto Rico",earthquake,0.85,0.8,0.201487086,6,reviewed,pr,pr
2024-05-01T12:06:03.271Z,28.454,-98.703,1.2939,2.5,ml,19,79,0.2,0.3,tx,tx2024inzv,2024-05-12T05:52:49.040Z,"10 km E of Fowlerton, Texas",earthquake,1.2568288872539741,1.8055860916598845,0.1,16,reviewed,tx,tx
2024-05-01T11:01:27.381Z,40.7029,-74.6709,10.347,2.6,mb_lg,34,113,0.054,0.37,us,us6000mvg6,2024-05-20T18:02:11.817Z,"1 km SW of Peapack, New Jersey",earthquake,1.16,2.949,0.086,35,reviewed,us,us
2024-05-01T10:33:46.836Z,35.1777,69.2816,10,4.4,mb,29,102,0.672,0.56,us,us6000mvg2,2024-05-12T05:50:46.040Z,"7 km NNE of Jabal os Saraj, Afghanistan",earthquake,2.66,1.914,0.123,19,reviewed,us,us
2024-05-01T08:46:20.325Z,-20.9266,-68.9924,99.04,4.5,mb,58,138,0.477,0.93,us,us6000mvfm,2024-05-01T12:00:59.040Z,"83 km WNW of Ollagüe, Chile",earthquake,6.7,6.139,0.076,51,reviewed,us,us
2024-05-01T08:18:09.710Z,17.9135,-66.844,15.92,2.75,md,10,227,0.06298,0.19,pr,pr71447393,2024-05-01T08:29:57.900Z,"8 km SE of Maria Antonia, Puerto Rico",earthquake,1.07,0.7,0.13456862,7,reviewed,pr,pr
2024-05-01T08:11:13.572Z,57.9816,-137.4686,13.8,2.6,ml,,,,1.08,ak,ak0245lwe70d,2024-05-02T08:45:33.040Z,"70 km WSW of Elfin Cove, Alaska",earthquake,,0.4,,,automatic,ak,ak
2024-05-01T07:55:53.980Z,19.39083333,-155.2431667,1.53,2.63,ml,47,50,0.009335,0.11,hv,hv74203092,2024-05-01T08:36:35.618Z,"5 km S of Volcano, Hawaii",earthquake,0.15,0.12,0.206044311,26,reviewed,hv,hv
2024-05-01T07:39:15.277Z,-9.5001,148.8845,10,4.9,mb,37,145,1.704,0.71,us,us6000mvf5,2024-05-01T07:57:20.040Z,"108 km SE of Popondetta, Papua New Guinea",earthquake,9.71,1.866,0.106,28,reviewed,us,us
2024-05-01T07:12:54.757Z,-62.2199,-56.2723,10,5,mb,40,81,4.325,1.31,us,us6000mvez,2024-05-01T07:30:22.040Z,South Shetland Islands,earthquake,5.37,1.886,0.084,45,reviewed,us,us
2024-05-01T06:00:05.610Z,18.00033333,-66.81266667,14.68,2.69,md,21,163,0.02806,0.22,pr,pr71447373,2024-05-01T06:21:16.610Z,"0 km NE of Indios, Puerto Rico",earthquake,0.51,0.5,0.206436211,10,reviewed,pr,pr
2024-05-01T05:30:15.414Z,59.9303,-151.4072,44.1,3.1,ml,,,,0.56,ak,ak0245lupywh,2024-05-05T20:02:44.587Z,"17 km NE of Nikolaevsk, Alaska",earthquake,,0.3,,,reviewed,ak,ak
2024-05-01T05:06:53.231Z,-23.0238,-66.2862,246.083,4.5,mb,35,43,1.745,0.9,us,us6000mvek,2024-05-01T07:24:07.040Z,"65 km WNW of El Aguilar, Argentina",earthquake,9.54,8.591,0.094,33,reviewed,us,us
2024-05-01T04:50:15.989Z,-23.4957,-179.3452,546.369,4.6,mb,28,131,4.478,0.59,us,us6000mx9d,2024-05-09T05:18:12.040Z,south of the Fiji Islands,earthquake,12.02,13.352,0.119,21,reviewed,us,us
2024-05-01T04:11:01.641Z,40.0887,-119.6852,15.1,2.5,ml,24,126.38999999999999,0.089,0.1464,nn,nn00877049,2024-05-02T04:42:50.040Z,"16 km NNW of Sutcliffe, Nevada",earthquake,,1,0.25,8,reviewed,nn,nn
2024-05-01T04:00:50.373Z,-6.0953,130.5028,135.482,4.4,mb,36,94,1.672,0.56,us,us6000mve7,2024-05-09T05:08:28.040Z,"254 km WSW of Tual, Indonesia",earthquake,4.73,7.358,0.127,18,reviewed,us,us
2024-05-01T03:51:34.908Z,14.5081,-82.9977,10,4.1,mb,21,49,3.296,0.65,us,us6000mveh,2024-05-09T05:03:46.040Z,"60 km SSE of Iralaya, Honduras",earthquake,8.09,1.991,0.262,4,reviewed,us,us
2024-05-01T03:38:47.534Z,44.9948,15.5934,10,4.4,mb,75,22,1.157,0.53,us,us6000mvdz,2024-05-05T04:23:30.396Z,"4 km W of Rakovica, Croatia",earthquake,3.41,1.886,0.077,48,reviewed,us,us
2024-05-01T03:06:11.516Z,-7.3772,107.4844,10,4.1,mb,16,101,0.185,0.47,us,us6000mx9c,2024-05-09T05:01:12.040Z,"20 km SSE of Banjar, Indonesia",earthquake,5.59,1.725,0.175,9,reviewed,us,us
2024-05-01T02:41:22.710Z,33.8138333,-117.6381667,4.98,2.59,ml,135,15,0.03048,0.2,ci,ci40734416,2024-05-09T04:48:52.040Z,"9 km SW of Corona, CA",earthquake,0.1,0.26,0.214,71,reviewed,ci,ci
2024-05-01T02:39:56.470Z,18.87016667,-155.6468333,2.75,2.65,md,49,282,0.1104,0.18,hv,hv74202357,2024-05-01T15:30:05.637Z,"22 km S of Wai‘ōhinu, Hawaii",earthquake,0.51,0.8,0.144127813,13,reviewed,hv,hv
2024-05-01T02:39:30.618Z,-6.0273,147.0504,60.558,4,mb,17,153,3.357,0.53,us,us6000mx9b,2024-05-09T04:46:31.040Z,"77 km N of Lae, Papua New Guinea",earthquake,15.11,8.475,0.15,12,reviewed,us,us
2024-05-01T02:35:55.108Z,-6.002,146.2209,72.374,4.3,mb,14,137,3.506,0.64,us,us6000mx9y,2024-05-09T04:39:08.040Z,"50 km NE of Kainantu, Papua New Guinea",earthquake,12.3,9.114,0.168,10,reviewed,us,us
2024-05-01T02:26:38.790Z,33.8155,-117.6375,3.41,2.84,ml,129,19,0.03109,0.21,ci,ci40734408,2024-05-03T19:41:09.764Z,"9 km SW of Corona, CA",earthquake,0.11,0.21,0.163,25,reviewed,ci,ci
2024-05-01T02:23:35.966Z,-7.1076,129.3599,138.021,4.6,mb,43,39,2.625,0.79,us,us6000mvdq,2024-05-09T04:23:24.040Z,"Kepulauan Babar, Indonesia",earthquake,8.07,7.538,0.111,24,reviewed,us,us
2024-05-01T01:50:00.600Z,19.1645,-155.4808333,31.3,3.04,ml,52,104,0.01987,0.11,hv,hv74202227,2024-05-02T03:46:37.040Z,"4 km S of Pāhala, Hawaii",earthquake,0.42,0.51,0.149208423,32,reviewed,hv,hv
2024-05-01T01:47:30.030Z,19.13633333,-155.3745,30.12,3,ml,62,184,0.08497,0.1,hv,hv74202222,2024-05-02T03:36:30.040Z,"13 km SE of Pāhala, Hawaii",earthquake,0.43,0.48,0.146599956,38,reviewed,hv,hv
2024-05-01T01:37:50.278Z,39.4,71.7834,10,4.2,mb,20,153,0.078,1.04,us,us6000mvde,2024-05-09T04:18:10.040Z,"28 km NE of Karakenja, Tajikistan",earthquake,9.02,1.841,0.147,13,reviewed,us,us
2024-05-01T01:24:50.507Z,-21.4533,-68.9953,101.013,5,mww,106,32,0.411,0.63,us,us6000mvda,2024-05-09T04:11:31.344Z,"80 km WSW of Ollagüe, Chile",earthquake,5.15,3.515,0.059,28,reviewed,us,us
2024-04-30T22:23:32.571Z,51.9047,-171.4774,35,3.6,mb,41,213,1.392,1.12,us,us6000mvc6,2024-04-30T23:58:51.372Z,"189 km E of Atka, Alaska",earthquake,10.82,2.017,0.105,23,reviewed,us,us
2024-04-30T21:54:16.978Z,13.9921,120.6955,169.881,4.2,mb,56,111,20.336,1,us,us6000mx6z,2024-05-19T06:41:29.040Z,"3 km W of Putol, Philippines",earthquake,12.6,8.562,0.083,41,reviewed,us,us
2024-04-30T20:05:49.101Z,30.8201,138.4605,396.054,4,mb,88,61,2.553,0.7,us,us6000mvb0,2024-05-09T14:35:11.040Z,"Izu Islands, Japan region",earthquake,8.81,5.575,0.06,74,reviewed,us,us
2024-04-30T20:03:47.201Z,5.8512,126.7129,121.746,4.4,mb,83,114,1.654,0.61,us,us6000mvb2,2024-05-09T14:22:23.040Z,"81 km SE of Pondaguitan, Philippines",earthquake,10.42,6.701,0.066,66,reviewed,us,us
2024-04-30T19:00:44.278Z,-6.9171,155.8659,65.516,4.3,mb,43,96,4.754,0.8,us,us6000mx6v,2024-05-08T18:46:29.040Z,"78 km SSE of Panguna, Papua New Guinea",earthquake,5.31,6.479,0.101,28,reviewed,us,us
2024-04-30T18:40:16.532Z,31.502,-103.422,8.5608,2.6,ml,26,76,0.1,0.2,tx,tx2024imri,2024-05-07T15:02:13.040Z,"5 km NNW of Barstow, Texas",earthquake,0.7228896245438527,1.6286901201545747,0.2,17,reviewed,tx,tx
2024-04-30T17:51:10.531Z,13.7994,-58.4107,9.635,5.1,mww,152,41,1.293,0.58,us,us6000mva0,2024-05-08T18:28:25.656Z,"136 km NE of Crane, Barbados",earthquake,8,3.573,0.069,20,reviewed,us,us
2024-04-30T17:26:47.189Z,-24.291,-179.7876,503.554,4.3,mb,57,107,5.224,0.92,us,us6000mx6s,2024-05-08T17:54:41.040Z,south of the Fiji Islands,earthquake,12.52,5.55,0.09,35,reviewed,us,us
2024-04-30T17:18:59.143Z,52.5623,-166.9052,10,3.8,mb,31,218,1.045,1.07,us,us6000mx70,2024-05-08T17:31:59.040Z,"138 km ESE of Nikolski, Alaska",earthquake,5.14,1.956,0.141,13,reviewed,us,us
2024-04-30T15:44:51.707Z,4.9416,-76.0611,116.689,4.6,mb,23,119,1.349,0.5,us,us6000mv7u,2024-04-30T16:50:07.040Z,"3 km NW of El Águila, Colombia",earthquake,9.91,10.716,0.129,20,reviewed,us,us
2024-04-30T14:33:52.730Z,40.40066667,-125.2236667,10,2.75,md,50,262,0.6805,0.26,nc,nc74043406,2024-05-08T03:46:52.502Z,"80 km WNW of Petrolia, CA",earthquake,1.57,31.61,0.22,38,reviewed,nc,nc
2024-04-30T14:30:40.150Z,-55.7382,-27.0225,15.974,5.5,mww,250,16,5.638,0.56,us,us6000mv76,2024-05-01T15:55:17.351Z,South Sandwich Islands region,earthquake,6.83,2.572,0.11,8,reviewed,us,us
2024-04-30T14:29:13.383Z,-23.6391,-67.6921,280.361,4,ml,14,229,1.963,0.57,us,us6000mv73,2024-04-30T17:51:47.040Z,"95 km SSE of San Pedro de Atacama, Chile",earthquake,16.13,25.166,0.071,26,reviewed,us,us
2024-04-30T14:04:55.907Z,-33.438,179.9833,177.756,4.5,mb,28,145,4.336,0.88,us,us6000mv6w,2024-04-30T14:38:37.040Z,south of the Kermadec Islands,earthquake,4.55,8.502,0.116,22,reviewed,us,us
2024-04-30T13:52:43.040Z,2.3081,126.7684,35,5.3,mww,233,18,4.876,0.87,us,us6000mv6r,2024-05-01T15:30:11.040Z,"152 km WNW of Tobelo, Indonesia",earthquake,6.71,1.755,0.086,13,reviewed,us,us
2024-04-30T12:31:09.655Z,57.7531,-142.9526,10,2.7,ml,45,171,2.365,0.55,us,us6000mv6e,2024-05-06T14:36:09.040Z,"273 km SW of Yakutat, Alaska",earthquake,7.28,2.007,0.04,82,reviewed,us,us
2024-04-30T12:03:47.630Z,40.18066667,-121.1215,2.69,2.56,md,34,57,0.06941,0.14,nc,nc74043371,2024-05-06T21:52:03.177Z,"4 km WNW of Canyondam, CA",earthquake,0.31,0.76,0.15,48,reviewed,nc,nc
2024-04-30T11:29:39.410Z,35.9876667,-119.9563333,27.26,2.63,md,47,42,0.02908,0.18,nc,nc74043356,2024-05-07T07:49:33.040Z,"2 km SSE of Kettleman City, CA",earthquake,0.26,0.4,0.204,71,reviewed,nc,nc
2024-04-30T11:25:10.090Z,18.72416667,-67.1245,17.98,2.93,md,6,322,0.2556,0.2,pr,pr71447333,2024-04-30T11:48:31.180Z,"25 km N of San Antonio, Puerto Rico",earthquake,1.54,0.82,0.080398791,3,reviewed,pr,pr
2024-04-30T11:24:57.448Z,-24.9769,179.8991,506.99,5.4,mww,113,35,4.671,0.82,us,us6000mv68,2024-05-01T11:27:45.629Z,south of the Fiji Islands,earthquake,10.9,5.008,0.093,11,reviewed,us,us
2024-04-30T11:14:40.817Z,32.151,-101.075,4.126,2.6,ml,21,75,0.2,0.3,tx,tx2024imcq,2024-04-30T17:43:18.079Z,"23 km SSW of Westbrook, Texas",earthquake,1.1097790605018347,4.001462586741147,0.1,19,reviewed,tx,tx
2024-04-30T10:09:23.447Z,-13.7789,-71.7149,92.786,4.8,mb,52,109,4.267,0.55,us,us6000mv5r,2024-04-30T18:02:11.209Z,"12 km NE of Colcha, Peru",earthquake,8.55,6.739,0.056,100,reviewed,us,us
2024-04-30T09:35:30.951Z,23.7505,121.2624,10,4.1,mwr,52,72,0.285,0.58,us,us6000mv5m,2024-05-07T07:37:01.040Z,"38 km SE of Puli, Taiwan",earthquake,6.77,1.9,0.086,13,reviewed,us,us
2024-04-30T09:07:34.992Z,32.411,-102.032,8.1543,3,ml,23,46,0.1,0.2,tx,tx2024ilyl,2024-05-08T20:30:25.592Z,"32 km WSW of Ackerly, Texas",earthquake,0.7176571951762319,0.7412746081705512,0.1,28,reviewed,tx,tx
2024-04-30T08:16:05.258Z,32.411,-102.04,7.9834,3.5,ml,29,55,0.1,0.1,tx,tx2024ilwt,2024-05-06T14:50:56.872Z,"33 km WSW of Ackerly, Texas",earthquake,0.7202113274394027,0.7608259056797624,0.2,27,reviewed,tx,tx
2024-04-30T07:28:03.546Z,-20.354,-173.276,10,5.1,mb,40,98,1.978,1.45,us,us6000mv4n,2024-04-30T07:45:37.040Z,"127 km ESE of Pangai, Tonga",earthquake,7.58,1.89,0.093,38,reviewed,us,us
2024-04-30T07:23:25.488Z,-40.2603,174.2331,106.517,4.7,mb,28,71,1.102,1.07,us,us6000mv4m,2024-05-03T08:05:02.570Z,"59 km SSW of Patea, New Zealand",earthquake,4.9,7.034,0.184,9,reviewed,us,us
